question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
8f9d7cf28875,Think about a frustrating experience you had when [ACTION]. What happened to make that experience frustrating?,text,"",Think about a frustrating experience you had when [ACTION]. What happened to make that experience frustrating?,"","",,English,Maze Questionnaire,User Research,"Pain, Problem",Sentiment,Sentiment,Open-ended answers,,,maze_335,NA
6865d106315e,How do you typically find information about this type of product?,text,"",How do you typically find information about this type of product?,"","",,English,Maze Questionnaire,User Research,"Content, Product",Findable,Findable,Open-ended answers,,,maze_336,NA
74946f4af501,What websites do you use to discover new products?,text,"",What websites do you use to discover new products?,"","",,English,Maze Questionnaire,User Research,Product,Findable,Findable,Open-ended answers,,,maze_337,NA
bdb4cc7884e7,Describe the process you follow when researching a product prior to purchase,text,"",Describe the process you follow when researching a product prior to purchase,"","",,English,Maze Questionnaire,User Research,"Content, Product",Useful,Useful,Open-ended answers,,,maze_338,NA
d657c512e1f6,What type of product do you research the most before purchase?,text,"",What type of product do you research the most before purchase?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product",Useful,Useful,Open-ended answers,,,maze_339,NA
f3d6ae38dddb,What is the biggest difficulty you face when purchasing this type of product?,text,"",What is the biggest difficulty you face when purchasing this type of product?,"","",,English,Maze Questionnaire,User Research,"Pain, Problem, Product",Opportunity,Opportunity,Open-ended answers,,,maze_340,NA
c569ca44b6c6,What influences you to purchase a product online?,text,"",What influences you to purchase a product online?,"","",,English,Maze Questionnaire,User Research,Product,Motivation,Motivation,Open-ended answers,,,maze_341,NA
3695564be20a,What deters you from purchasing a product online?,text,"",What deters you from purchasing a product online?,"","",,English,Maze Questionnaire,User Research,"Pain, Problem, Product",Motivation,Motivation,Open-ended answers,,,maze_342,NA
e417c5ca9411,What is your preferred brand of this product?,text,"",What is your preferred brand of this product?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_343,NA
efc54bd3a437,What factors do you consider when determining your budget for [PRODUCT]?,text,"",What factors do you consider when determining your budget for [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Expectation, Pricing, Sentiment","Expectation, Pricing, Sentiment",Open-ended answers,,,maze_344,NA
f0562ccdc7de,In what ways could we assist you in using [PRODUCT] better?,text,"",In what ways could we assist you in using [PRODUCT] better?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Opportunity, Useful","Opportunity, Useful",Open-ended answers,,,maze_345,NA
e3756643bf53,What aspects of our company's services would you suggest for improvement?,text,"",What aspects of our company's services would you suggest for improvement?,"","",,English,Maze Questionnaire,User Research,People,Sentiment,Sentiment,Open-ended answers,,,maze_346,NA
97eb3c665668,What is the main factor that influences your decision to switch brands?,text,"",What is the main factor that influences your decision to switch brands?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Motivation, Valuable","Motivation, Valuable",Open-ended answers,,,maze_347,NA
d7d7ba5e8b26,How would you expect to use this new feature?,text,"",How would you expect to use this new feature?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product",Expectation,Expectation,Open-ended answers,,,maze_348,NA
f808904eb871,What aspects of the new feature stimulate your interest?,text,"",What aspects of the new feature stimulate your interest?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_349,NA
bc5c08ff544f,Has the new feature impacted your use of the product?,text,"",Has the new feature impacted your use of the product?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_350,NA
b2e5db499ba1,Can you recall any similar features you've encountered elsewhere?,text,"",Can you recall any similar features you've encountered elsewhere?,"","",,English,Maze Questionnaire,User Research,Product,Recall,Recall,Open-ended answers,,,maze_351,NA
afcc8ac6255a,How do you anticipate the new feature to affect your experience?,text,"",How do you anticipate the new feature to affect your experience?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Valuable","Expectation, Valuable",Open-ended answers,,,maze_352,NA
8ede9ab3c9ca,What stands out to you about the promotional messaging for [PRODUCT]?,text,"",What stands out to you about the promotional messaging for [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Product",Sentiment,Sentiment,Open-ended answers,,,maze_353,NA
342b6fe087d5,"How would you explain [PRODUCT] to a friend, family member, or colleague?",text,"","How would you explain [PRODUCT] to a friend, family member, or colleague?","","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_354,NA
23cf13fe9219,What are your preferred communication channels for [PRODUCT] announcements?,text,"",What are your preferred communication channels for [PRODUCT] announcements?,"","",,English,Maze Questionnaire,User Research,Content,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_355,NA
ebd69799b4f8,What kind of additional resources would aid you in using [PRODUCT]?,text,"",What kind of additional resources would aid you in using [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"Adoption, Content, Product","Opportunity, Useful","Opportunity, Useful",Open-ended answers,,,maze_356,NA
892479554fe8,What companies or products do you perceive as our competitors?,text,"",What companies or products do you perceive as our competitors?,"","",,English,Maze Questionnaire,User Research,Product,Competition,Competition,Open-ended answers,,,maze_357,NA
a8aa762e0ea6,How does [PRODUCT] messaging compare to alternative products?,text,"",How does [PRODUCT] messaging compare to alternative products?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Product",Competition,Competition,Open-ended answers,,,maze_358,NA
a97e43bfb628,What are the unique strengths of our company in this field?,text,"",What are the unique strengths of our company in this field?,"","",,English,Maze Questionnaire,User Research,People,"Competition, Valuable","Competition, Valuable",Open-ended answers,,,maze_359,NA
9bd7d22a8a7d,"If [PRODUCT] wasn't an option, what would be your next choice?",text,"","If [PRODUCT] wasn't an option, what would be your next choice?","","",,English,Maze Questionnaire,User Research,Product,Competition,Competition,Open-ended answers,,,maze_360,NA
409ebbe66e66,What values do you believe [COMPANY] upholds?,text,"",What values do you believe [COMPANY] upholds?,"","",,English,Maze Questionnaire,User Research,People,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_361,NA
2d731e3b1846,"In terms of search keywords, what would you typically use to find a company similar to ours?",text,"","In terms of search keywords, what would you typically use to find a company similar to ours?","","",,English,Maze Questionnaire,User Research,Task,Findable,Findable,Open-ended answers,,,maze_362,NA
9c4612935c4f,"If we introduced [FEATURE], would you be interested in testing it?",text,"","If we introduced [FEATURE], would you be interested in testing it?","","",,English,Maze Questionnaire,User Research,"Adoption, Product",Desirable,Desirable,Open-ended answers,,,maze_363,NA
f360bc98a100,Is there something you expected from [PRODUCT] / [SERVICE] that you did not get?,text,"",Is there something you expected from [PRODUCT] / [SERVICE] that you did not get?,"","",,English,Maze Questionnaire,User Research,Product,Expectation,Expectation,Open-ended answers,,,maze_364,NA
30e626b2ce11,How does our website compare to other websites you shop from?,text,"",How does our website compare to other websites you shop from?,"","",,English,Maze Questionnaire,User Research,Product,Competition,Competition,Open-ended answers,,,maze_365,NA
fd7db73f4ded,What is a specific element of our service that exceeded your expectations and should always be incorporated in our offerings?,text,"",What is a specific element of our service that exceeded your expectations and should always be incorporated in our offerings?,"","",,English,Maze Questionnaire,User Research,Adoption,"Opportunity, Valuable","Opportunity, Valuable",Open-ended answers,,,maze_366,NA
5bc42c13c4e0,"When you think of our brand, what comes to mind?",text,"","When you think of our brand, what comes to mind?","","",,English,Maze Questionnaire,User Research,Design,"Clarity, Sentiment","Clarity, Sentiment",Open-ended answers,,,maze_367,NA
df84408711ea,Which of the following best describes your level of need for this product?,text,"",Which of the following best describes your level of need for this product?,"","",,English,Maze Questionnaire,User Research,Product,Useful,Useful,Open-ended answers,,,maze_368,NA
fb237d120d1a,How often might you use this product?,text,"",How often might you use this product?,"","",,English,Maze Questionnaire,User Research,Product,"Motivation, Useful","Motivation, Useful",Open-ended answers,,,maze_369,NA
bec2af49ecaa,What is your perception of the narrative presented on our website?,text,"",What is your perception of the narrative presented on our website?,"","",,English,Maze Questionnaire,User Research,"Content, Copy","Clarity, Sentiment","Clarity, Sentiment",Open-ended answers,,,maze_370,NA
9b563b2849cb,Which other products or brands do you believe we could learn from?,text,"",Which other products or brands do you believe we could learn from?,"","",,English,Maze Questionnaire,User Research,Product,"Competition, Sentiment","Competition, Sentiment",Open-ended answers,,,maze_371,NA
0f96beef43b4,How would you rate the level of support you've received?,text,"",How would you rate the level of support you've received?,"","",,English,Maze Questionnaire,User Research,"People, Solution","Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_372,NA
a9159fa36c28,Are you following [COMPANY] on social media?,text,"",Are you following [COMPANY] on social media?,"","",,English,Maze Questionnaire,User Research,Content,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_373,NA
c56c173fc111,Do you read [COMPANY] blog?,text,"",Do you read [COMPANY] blog?,"","",,English,Maze Questionnaire,User Research,Content,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_374,NA
f2e7eb3a5b62,What type of content do you consume the most?,text,"",What type of content do you consume the most?,"","",,English,Maze Questionnaire,User Research,Content,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_375,NA
0114454a7d61,What are your motivations for consuming new content?,text,"",What are your motivations for consuming new content?,"","",,English,Maze Questionnaire,User Research,Content,"Motivation, Valuable","Motivation, Valuable",Open-ended answers,,,maze_376,NA
